fact_key,date_key,fund_key,distributor_key,region_key,rm_key,opening_aum_eur,closing_aum_eur,avg_aum_eur,target_aum_eur,gross_subscriptions_eur,gross_redemptions_eur,net_subscriptions_eur,market_movement_eur,management_fee_bps,fee_revenue_eur,created_at
293,20240531,10,3,2,2,91718525.849999994,93290589.840000004,92504557.849999994,42827132.350000001,3045637.3,912313.8,2133323.5,-561259.51,80,61669.71,2026-08-18 01:27:35.973859 UTC
294,20240630,10,3,2,2,93290589.840000004,92981832.159999996,93136211,51392558.82,1924830.39,2576249.43,-651419.04,342661.36,80,62090.81,2026-08-18 01:27:35.973859 UTC
295,20240731,10,3,2,2,92981832.159999996,92159354.140000001,92570593.150000006,59957985.289999999,1347110.12,2361739.29,-1014629.17,192151.15,80,61713.73,2026-08-18 01:27:35.973859 UTC
296,20240831,10,3,2,2,92159354.140000001,91159073.040000007,91659213.590000004,68523411.760000005,1524631.96,2884741.12,-1360109.15,359828.06,80,61106.14,2026-08-18 01:27:35.973859 UTC
297,20240930,10,3,2,2,91159073.040000007,90239595.370000005,90699334.209999993,77088838.230000004,1594294.95,2247866.77,-653571.82,-265905.85,80,60466.22,2026-08-18 01:27:35.973859 UTC
298,20241031,10,3,2,2,90239595.370000005,91767634.569999993,91003614.969999999,85654264.700000003,2877530.18,1768488.28,1109041.9,418997.3,80,60669.08,2026-08-18 01:27:35.973859 UTC
299,20241130,10,3,2,2,91767634.569999993,93444532.150000006,92606083.359999999,94219691.170000002,2530618.18,1472949.03,1057669.15,619228.43,80,61737.39,2026-08-18 01:27:35.973859 UTC
300,20241231,10,3,2,2,93444532.150000006,93641766.959999993,93543149.549999997,102785117.640000001,2237223.05,1801868.43,435354.63,-238119.81,80,62362.1,2026-08-18 01:27:35.973859 UTC
301,20250131,10,3,2,2,93641766.959999993,95144612.310000002,94393189.640000001,111350544.109999999,3053472.9,2151089.22,902383.68,600461.67,80,62928.79,2026-08-18 01:27:35.973859 UTC
302,20250228,10,3,2,2,95144612.310000002,96265061.420000002,95704836.859999999,119915970.579999998,2152041.61,1140960.18,1011081.43,109367.68,80,63803.22,2026-08-18 01:27:35.973859 UTC
303,20250331,10,3,2,2,96265061.420000002,95644191.890000001,95954626.650000006,128481397.049999997,2687297.32,2996292.8,-308995.48,-311874.05,80,63969.75,2026-08-18 01:27:35.973859 UTC
304,20250430,10,3,2,2,95644191.890000001,94608785.439999998,95126488.659999996,137046823.520000011,1714588.77,3152349.47,-1437760.69,402354.25,80,63417.66,2026-08-18 01:27:35.973859 UTC
305,20250531,10,3,2,2,94608785.439999998,95778314.420000002,95193549.930000007,145612249.99000001,2380890.59,1430479.87,950410.72,219118.26,80,63462.37,2026-08-18 01:27:35.973859 UTC
306,20250630,10,3,2,2,95778314.420000002,96723517.5,96250915.959999993,154177676.449999988,3439642.23,2806098.83,633543.4,311659.68,80,64167.28,2026-08-18 01:27:35.973859 UTC
307,20240131,1,4,2,6,15745281.109999999,15116939.42,15431110.26,1811730.92,196505.96,554629.49,-358123.53,-270218.16,165,21217.78,2026-08-18 01:27:35.973859 UTC
308,20240229,1,4,2,6,15116939.42,14826686.859999999,14971813.140000001,3623461.83,310992.23,433896.6,-122904.38,-167348.18,165,20586.24,2026-08-18 01:27:35.973859 UTC
309,20240331,1,4,2,6,14826686.859999999,14732212.050000001,14779449.460000001,5435192.75,444213.26,316848.91,127364.35,-221839.16,165,20321.74,2026-08-18 01:27:35.973859 UTC
310,20240430,1,4,2,6,14732212.050000001,14722080.550000001,14727146.300000001,7246923.67,367747.83,137497.23,230250.6,-240382.11,165,20249.83,2026-08-18 01:27:35.973859 UTC
311,20240531,1,4,2,6,14722080.550000001,15451764.6,15086922.57,9058654.58,513052.59,137157.04,375895.55,353788.5,165,20744.52,2026-08-18 01:27:35.973859 UTC
312,20240630,1,4,2,6,15451764.6,15516756.52,15484260.560000001,10870385.5,459552.09,165242.43,294309.67,-229317.75,165,21290.86,2026-08-18 01:27:35.973859 UTC
313,20240731,1,4,2,6,15516756.52,15391791.83,15454274.17,12682116.42,281426.63,390654.21,-109227.58,-15737.11,165,21249.63,2026-08-18 01:27:35.973859 UTC
314,20240831,1,4,2,6,15391791.83,15624673.369999999,15508232.6,14493847.33,325282.06,150820.19,174461.87,58419.67,165,21323.82,2026-08-18 01:27:35.973859 UTC
315,20240930,1,4,2,6,15624673.369999999,15603055.67,15613864.52,16305578.25,588136.91,359053.12,229083.79,-250701.49,165,21469.06,2026-08-18 01:27:35.973859 UTC
316,20241031,1,4,2,6,15603055.67,15889081.189999999,15746068.43,18117309.170000002,232521.44,164934.92,67586.52,218439,165,21650.84,2026-08-18 01:27:35.973859 UTC
317,20241130,1,4,2,6,15889081.189999999,16053905.789999999,15971493.49,19929040.079999998,188289.29,330936.39,-142647.1,307471.71,165,21960.8,2026-08-18 01:27:35.973859 UTC
318,20241231,1,4,2,6,16053905.789999999,16345211.869999999,16199558.83,21740771,290408.32,172193.79,118214.53,173091.54,165,22274.39,2026-08-18 01:27:35.973859 UTC
319,20250131,1,4,2,6,16345211.869999999,16594780.16,16469996.01,23552501.920000002,372964.81,549941.06,-176976.25,426544.55,165,22646.24,2026-08-18 01:27:35.973859 UTC
320,20250228,1,4,2,6,16594780.16,16101583.890000001,16348182.029999999,25364232.829999998,327808.05,577207.87,-249399.81,-243796.45,165,22478.75,2026-08-18 01:27:35.973859 UTC
321,20250331,1,4,2,6,16101583.890000001,16474958.16,16288271.029999999,27175963.75,612617.52,479467.52,133150.01,240224.26,165,22396.37,2026-08-18 01:27:35.973859 UTC
322,20250430,1,4,2,6,16474958.16,16667001.66,16570979.91,28987694.670000002,481522.48,354263.91,127258.57,64784.93,165,22785.1,2026-08-18 01:27:35.973859 UTC
323,20250531,1,4,2,6,16667001.66,17097763.620000001,16882382.640000001,30799425.579999998,197220.34,292565.48,-95345.14,526107.09,165,23213.28,2026-08-18 01:27:35.973859 UTC
324,20250630,1,4,2,6,17097763.620000001,17357893.27,17227828.440000001,32611156.5,380287.7,451773.2,-71485.5,331615.15,165,23688.26,2026-08-18 01:27:35.973859 UTC
325,20240131,3,4,2,6,21703903.239999998,21490288.829999998,21597096.030000001,3613674.14,231779.3,530613.54,-298834.24,85219.84,195,35095.28,2026-08-18 01:27:35.973859 UTC
326,20240229,3,4,2,6,21490288.829999998,21013042.77,21251665.800000001,7227348.29,574219.41,743832.72,-169613.31,-307632.75,195,34533.96,2026-08-18 01:27:35.973859 UTC
327,20240331,3,4,2,6,21013042.77,21471180.739999998,21242111.75,10841022.43,643358.35,377165.42,266192.94,191945.03,195,34518.43,2026-08-18 01:27:35.973859 UTC
328,20240430,3,4,2,6,21471180.739999998,20993723.859999999,21232452.300000001,14454696.57,303753.35,345799.92,-42046.57,-435410.31,195,34502.73,2026-08-18 01:27:35.973859 UTC
329,20240531,3,4,2,6,20993723.859999999,20390332.670000002,20692028.27,18068370.719999999,434214.66,510486.97,-76272.31,-527118.88,195,33624.55,2026-08-18 01:27:35.973859 UTC
330,20240630,3,4,2,6,20390332.670000002,20223337.800000001,20306835.239999998,21682044.859999999,454730.96,298576.86,156154.1,-323148.97,195,32998.61,2026-08-18 01:27:35.973859 UTC
331,20240731,3,4,2,6,20223337.800000001,20662725.289999999,20443031.539999999,25295719.010000002,297286.96,381984.05,-84697.08,524084.57,195,33219.93,2026-08-18 01:27:35.973859 UTC
332,20240831,3,4,2,6,20662725.289999999,20429168.899999999,20545947.09,28909393.149999999,306353.49,551635.84,-245282.35,11725.96,195,33387.16,2026-08-18 01:27:35.973859 UTC
333,20240930,3,4,2,6,20429168.899999999,20215440.510000002,20322304.699999999,32523067.289999999,424417.75,710238.21,-285820.45,72092.06,195,33023.75,2026-08-18 01:27:35.973859 UTC
334,20241031,3,4,2,6,20215440.510000002,19904172.23,20059806.370000001,36136741.439999998,474107.8,558413.49,-84305.69,-226962.58,195,32597.19,2026-08-18 01:27:35.973859 UTC
335,20241130,3,4,2,6,19904172.23,19754559.989999998,19829366.109999999,39750415.579999998,267248.68,419563.14,-152314.46,2702.22,195,32222.72,2026-08-18 01:27:35.973859 UTC
336,20241231,3,4,2,6,19754559.989999998,19705328.02,19729944.010000002,43364089.719999999,405966.87,569062.42,-163095.54,113863.58,195,32061.16,2026-08-18 01:27:35.973859 UTC
337,20250131,3,4,2,6,19705328.02,19868556.739999998,19786942.379999999,46977763.869999997,297197.13,240886.78,56310.35,106918.37,195,32153.78,2026-08-18 01:27:35.973859 UTC
338,20250228,3,4,2,6,19868556.739999998,20238177.870000001,20053367.309999999,50591438.009999998,234604.93,329260.99,-94656.06,464277.19,195,32586.72,2026-08-18 01:27:35.973859 UTC
339,20250331,3,4,2,6,20238177.870000001,20855677.789999999,20546927.829999998,54205112.149999999,318312.89,251593.84,66719.05,550780.87,195,33388.76,2026-08-18 01:27:35.973859 UTC
340,20250430,3,4,2,6,20855677.789999999,20873347.469999999,20864512.629999999,57818786.299999997,425740.86,313088.65,112652.22,-94982.54,195,33904.83,2026-08-18 01:27:35.973859 UTC
341,20250531,3,4,2,6,20873347.469999999,20630891.280000001,20752119.370000001,61432460.439999998,518618.76,491896.42,26722.33,-269178.52,195,33722.19,2026-08-18 01:27:35.973859 UTC
342,20250630,3,4,2,6,20630891.280000001,20974418.100000001,20802654.690000001,65046134.579999998,270180.96,567100.85,-296919.89,640446.72,195,33804.31,2026-08-18 01:27:35.973859 UTC
343,20240131,4,4,2,6,17238277.27,17225686.02,17231981.649999999,2376673.68,360640.78,365423.73,-4782.95,-7808.31,95,13641.99,2026-08-18 01:27:35.973859 UTC
344,20240229,4,4,2,6,17225686.02,17411800.440000001,17318743.23,4753347.37,380982.13,231910.19,149071.93,37042.49,95,13710.67,2026-08-18 01:27:35.973859 UTC
345,20240331,4,4,2,6,17411800.440000001,17208864.539999999,17310332.489999998,7130021.05,176401.5,420090.82,-243689.32,40753.42,95,13704.01,2026-08-18 01:27:35.973859 UTC
346,20240430,4,4,2,6,17208864.539999999,17565380.02,17387122.280000001,9506694.73,454027.15,210784.94,243242.2,113273.27,95,13764.81,2026-08-18 01:27:35.973859 UTC
347,20240531,4,4,2,6,17565380.02,17477457.870000001,17521418.940000001,11883368.42,443790.08,428415.59,15374.49,-103296.64,95,13871.12,2026-08-18 01:27:35.973859 UTC
348,20240630,4,4,2,6,17477457.870000001,17459866.960000001,17468662.41,14260042.1,411566.25,472796.3,-61230.05,43639.14,95,13829.36,2026-08-18 01:27:35.973859 UTC
349,20240731,4,4,2,6,17459866.960000001,17715285.890000001,17587576.420000002,16636715.779999999,491739.45,277272.46,214466.99,40951.94,95,13923.5,2026-08-18 01:27:35.973859 UTC
350,20240831,4,4,2,6,17715285.890000001,17408517.870000001,17561901.879999999,19013389.469999999,322357.14,612234.54,-289877.4,-16890.62,95,13903.17,2026-08-18 01:27:35.973859 UTC
351,20240930,4,4,2,6,17408517.870000001,17351486.09,17380001.98,21390063.149999999,570147.08,547697.23,22449.84,-79481.62,95,13759.17,2026-08-18 01:27:35.973859 UTC
352,20241031,4,4,2,6,17351486.09,17385793.379999999,17368639.739999998,23766736.829999998,249718.04,341161.82,-91443.77,125751.07,95,13750.17,2026-08-18 01:27:35.973859 UTC
353,20241130,4,4,2,6,17385793.379999999,17364766.510000002,17375279.949999999,26143410.52,477552.3,516332.84,-38780.55,17753.67,95,13755.43,2026-08-18 01:27:35.973859 UTC
354,20241231,4,4,2,6,17364766.510000002,17397470.489999998,17381118.5,28520084.199999999,554988.97,623932.36,-68943.39,101647.38,95,13760.05,2026-08-18 01:27:35.973859 UTC
355,20250131,4,4,2,6,17397470.489999998,18000681.390000001,17699075.940000001,30896757.879999999,664479.73,146881.89,517597.83,85613.07,95,14011.77,2026-08-18 01:27:35.973859 UTC
356,20250228,4,4,2,6,18000681.390000001,17641636.039999999,17821158.710000001,33273431.57,191507.56,506305.04,-314797.48,-44247.88,95,14108.42,2026-08-18 01:27:35.973859 UTC
357,20250331,4,4,2,6,17641636.039999999,18064023.440000001,17852829.739999998,35650105.25,637901.35,193307.1,444594.25,-22206.85,95,14133.49,2026-08-18 01:27:35.973859 UTC
358,20250430,4,4,2,6,18064023.440000001,18205781.98,18134902.710000001,38026778.93,601169.35,452226.77,148942.58,-7184.04,95,14356.8,2026-08-18 01:27:35.973859 UTC
359,20250531,4,4,2,6,18205781.98,17943116.16,18074449.07,40403452.619999997,193346.89,368334.52,-174987.63,-87678.19,95,14308.94,2026-08-18 01:27:35.973859 UTC
360,20250630,4,4,2,6,17943116.16,17962879.59,17952997.879999999,42780126.299999997,292507.09,268727.26,23779.83,-4016.39,95,14212.79,2026-08-18 01:27:35.973859 UTC
361,20240131,6,4,2,6,37121464.090000004,37879673.030000001,37500568.560000002,3414079.6,1468009.67,723228.43,744781.24,13427.69,130,40625.62,2026-08-18 01:27:35.973859 UTC
362,20240229,6,4,2,6,37879673.030000001,38266525.960000001,38073099.5,6828159.2,1320422.12,556432.39,763989.73,-377136.8,130,41245.86,2026-08-18 01:27:35.973859 UTC
363,20240331,6,4,2,6,38266525.960000001,38100938.219999999,38183732.090000004,10242238.789999999,1437311.78,1112151.75,325160.03,-490747.77,130,41365.71,2026-08-18 01:27:35.973859 UTC
364,20240430,6,4,2,6,38100938.219999999,38500160.789999999,38300549.509999998,13656318.390000001,1221733.58,695256.31,526477.27,-127254.7,130,41492.26,2026-08-18 01:27:35.973859 UTC
365,20240531,6,4,2,6,38500160.789999999,38880408.32,38690284.560000002,17070397.989999998,388908.14,597494.79,-208586.65,588834.18,130,41914.47,2026-08-18 01:27:35.973859 UTC
366,20240630,6,4,2,6,38880408.32,38770179.609999999,38825293.960000001,20484477.59,1160574.05,959744.38,200829.67,-311058.39,130,42060.74,2026-08-18 01:27:35.973859 UTC
367,20240731,6,4,2,6,38770179.609999999,39962619.549999997,39366399.579999998,23898557.18,1345908.01,600587.02,745320.99,447118.95,130,42646.93,2026-08-18 01:27:35.973859 UTC
368,20240831,6,4,2,6,39962619.549999997,39574282.57,39768451.060000002,27312636.780000001,1233223.28,1177305.72,55917.56,-444254.54,130,43082.49,2026-08-18 01:27:35.973859 UTC
369,20240930,6,4,2,6,39574282.57,40093834.07,39834058.32,30726716.379999999,623202.81,556768.24,66434.57,453116.94,130,43153.56,2026-08-18 01:27:35.973859 UTC
370,20241031,6,4,2,6,40093834.07,41075683.460000001,40584758.770000003,34140795.979999997,997796.22,659448.52,338347.7,643501.68,130,43966.82,2026-08-18 01:27:35.973859 UTC
371,20241130,6,4,2,6,41075683.460000001,41756581.329999998,41416132.399999999,37554875.57,1552012.55,1065027.84,486984.7,193913.17,130,44867.48,2026-08-18 01:27:35.973859 UTC
372,20241231,6,4,2,6,41756581.329999998,41954557.32,41855569.32,40968955.170000002,1477909.7,774594.18,703315.52,-505339.54,130,45343.53,2026-08-18 01:27:35.973859 UTC
373,20250131,6,4,2,6,41954557.32,41767048.890000001,41860803.100000001,44383034.770000003,574996.89,667545.78,-92548.89,-94959.54,130,45349.2,2026-08-18 01:27:35.973859 UTC
374,20250228,6,4,2,6,41767048.890000001,42013047.82,41890048.350000001,47797114.369999997,1389389.16,1366959.95,22429.21,223569.71,130,45380.89,2026-08-18 01:27:35.973859 UTC
375,20250331,6,4,2,6,42013047.82,42085217.890000001,42049132.850000001,51211193.960000001,707848.83,583364.22,124484.61,-52314.54,130,45553.23,2026-08-18 01:27:35.973859 UTC
376,20250430,6,4,2,6,42085217.890000001,42580156.469999999,42332687.18,54625273.560000002,793354.71,633150.21,160204.5,334734.08,130,45860.41,2026-08-18 01:27:35.973859 UTC
377,20250531,6,4,2,6,42580156.469999999,43992448.359999999,43286302.420000002,58039353.159999996,1467478.07,392765.94,1074712.13,337579.76,130,46893.49,2026-08-18 01:27:35.973859 UTC
378,20250630,6,4,2,6,43992448.359999999,43163761.119999997,43578104.740000002,61453432.759999998,714111.12,1162617.83,-448506.71,-380180.53,130,47209.61,2026-08-18 01:27:35.973859 UTC
379,20240131,10,4,2,6,39754326,40041094.539999999,39897710.270000003,3199001.73,1009292.01,932968.56,76323.45,210445.09,80,26598.47,2026-08-18 01:27:35.973859 UTC
380,20240229,10,4,2,6,40041094.539999999,40930111.579999998,40485603.060000002,6398003.46,1474832.85,543202.92,931629.94,-42612.9,80,26990.4,2026-08-18 01:27:35.973859 UTC
381,20240331,10,4,2,6,40930111.579999998,41790001.670000002,41360056.619999997,9597005.18,1464409.68,487349.23,977060.45,-117170.36,80,27573.37,2026-08-18 01:27:35.973859 UTC
382,20240430,10,4,2,6,41790001.670000002,42060497.5,41925249.579999998,12796006.91,1364172.22,1349565.99,14606.24,255889.6,80,27950.17,2026-08-18 01:27:35.973859 UTC
383,20240531,10,4,2,6,42060497.5,42136391.259999998,42098444.380000003,15995008.640000001,1596148.34,1461245.64,134902.7,-59008.94,80,28065.63,2026-08-18 01:27:35.973859 UTC
384,20240630,10,4,2,6,42136391.259999998,41861327.899999999,41998859.579999998,19194010.370000001,775102.64,1238815.55,-463712.91,188649.56,80,27999.24,2026-08-18 01:27:35.973859 UTC
385,20240731,10,4,2,6,41861327.899999999,41845939.479999997,41853633.689999998,22393012.100000001,1260267.42,1123052.19,137215.23,-152603.64,80,27902.42,2026-08-18 01:27:35.973859 UTC
386,20240831,10,4,2,6,41845939.479999997,42118412.380000003,41982175.93,25592013.829999998,501759.64,550222.87,-48463.23,320936.13,80,27988.12,2026-08-18 01:27:35.973859 UTC
387,20240930,10,4,2,6,42118412.380000003,43157669.469999999,42638040.93,28791015.550000001,1674392.72,410535.62,1263857.1,-224600,80,28425.36,2026-08-18 01:27:35.973859 UTC
388,20241031,10,4,2,6,43157669.469999999,42785242.310000002,42971455.890000001,31990017.280000001,732848.77,1358668.96,-625820.19,253393.02,80,28647.64,2026-08-18 01:27:35.973859 UTC
389,20241130,10,4,2,6,42785242.310000002,42920714.960000001,42852978.630000003,35189019.009999998,706395.12,891347.67,-184952.55,320425.2,80,28568.65,2026-08-18 01:27:35.973859 UTC
390,20241231,10,4,2,6,42920714.960000001,42893986.82,42907350.890000001,38388020.740000002,681315.65,1041323.79,-360008.14,333280,80,28604.9,2026-08-18 01:27:35.973859 UTC
391,20250131,10,4,2,6,42893986.82,43431685.32,43162836.07,41587022.469999999,1505769.07,942150.27,563618.8,-25920.3,80,28775.22,2026-08-18 01:27:35.973859 UTC
392,20250228,10,4,2,6,43431685.32,44307307.759999998,43869496.539999999,44786024.200000003,1367069.93,718032.2,649037.73,226584.71,80,29246.33,2026-08-18 01:27:35.973859 UTC
393,20250331,10,4,2,6,44307307.759999998,44539309.549999997,44423308.649999999,47985025.920000002,821653.69,665855.4,155798.29,76203.5,80,29615.54,2026-08-18 01:27:35.973859 UTC
394,20250430,10,4,2,6,44539309.549999997,45428958.859999999,44984134.200000003,51184027.649999999,1743985.2,870633.29,873351.91,16297.39,80,29989.42,2026-08-18 01:27:35.973859 UTC
395,20250531,10,4,2,6,45428958.859999999,45409802.159999996,45419380.509999998,54383029.380000003,958246.08,974214.26,-15968.19,-3188.51,80,30279.59,2026-08-18 01:27:35.973859 UTC
396,20250630,10,4,2,6,45409802.159999996,45460840.549999997,45435321.359999999,57582031.109999999,1509750.3,1467160.09,42590.21,8448.18,80,30290.21,2026-08-18 01:27:35.973859 UTC
397,20240131,3,5,3,1,93176055.099999994,94661228.709999993,93918641.900000006,5323882.51,3528787.26,1868529.24,1660258.02,-175084.4,195,152617.79,2026-08-18 01:27:35.973859 UTC
398,20240229,3,5,3,1,94661228.709999993,93277179.109999999,93969203.909999996,10647765.02,2334218.21,1503954.01,830264.2,-2214313.8,195,152699.96,2026-08-18 01:27:35.973859 UTC
399,20240331,3,5,3,1,93277179.109999999,93461989.909999996,93369584.510000005,15971647.529999999,2012935.73,1339255.47,673680.26,-488869.47,195,151725.57,2026-08-18 01:27:35.973859 UTC
400,20240430,3,5,3,1,93461989.909999996,92758920.629999995,93110455.269999996,21295530.039999999,3499381.95,1938301.02,1561080.93,-2264150.2,195,151304.49,2026-08-18 01:27:35.973859 UTC
401,20240531,3,5,3,1,92758920.629999995,90506636.209999993,91632778.420000002,26619412.550000001,1824324.9,2077440.53,-253115.62,-1999168.79,195,148903.26,2026-08-18 01:27:35.973859 UTC
402,20240630,3,5,3,1,90506636.209999993,89004265.010000005,89755450.609999999,31943295.059999999,1616999.6,2951375.44,-1334375.84,-167995.36,195,145852.61,2026-08-18 01:27:35.973859 UTC
403,20240731,3,5,3,1,89004265.010000005,91032970.379999995,90018617.700000003,37267177.57,3473830.84,1524132.53,1949698.31,79007.06,195,146280.25,2026-08-18 01:27:35.973859 UTC
404,20240831,3,5,3,1,91032970.379999995,89898219.709999993,90465595.040000007,42591060.079999998,1872234.23,3021907.38,-1149673.16,14922.48,195,147006.59,2026-08-18 01:27:35.973859 UTC
405,20240930,3,5,3,1,89898219.709999993,92762915.099999994,91330567.400000006,47914942.590000004,3007750.8,1820698.54,1187052.26,1677643.14,195,148412.17,2026-08-18 01:27:35.973859 UTC
406,20241031,3,5,3,1,92762915.099999994,91731233.859999999,92247074.480000004,53238825.100000001,1853568.57,1679687.68,173880.88,-1205562.13,195,149901.5,2026-08-18 01:27:35.973859 UTC
407,20241130,3,5,3,1,91731233.859999999,92479606.030000001,92105419.950000003,58562707.609999999,2964093.33,2092025.95,872067.38,-123695.2,195,149671.31,2026-08-18 01:27:35.973859 UTC
408,20241231,3,5,3,1,92479606.030000001,94620186.400000006,93549896.209999993,63886590.119999997,1872833.81,1417674.37,455159.44,1685420.92,195,152018.58,2026-08-18 01:27:35.973859 UTC
409,20250131,3,5,3,1,94620186.400000006,96847634.299999997,95733910.349999994,69210472.629999995,3300904,920115.67,2380788.32,-153340.42,195,155567.6,2026-08-18 01:27:35.973859 UTC
410,20250228,3,5,3,1,96847634.299999997,96995384.379999995,96921509.340000004,74534355.150000006,3255474.74,3337350.81,-81876.07,229626.15,195,157497.45,2026-08-18 01:27:35.973859 UTC
411,20250331,3,5,3,1,96995384.379999995,98079224.950000003,97537304.659999996,79858237.659999996,3070592.54,2311643.68,758948.87,324891.71,195,158498.12,2026-08-18 01:27:35.973859 UTC
412,20250430,3,5,3,1,98079224.950000003,94160574.069999993,96119899.510000005,85182120.170000002,1439176.52,2880908.71,-1441732.2,-2476918.68,195,156194.84,2026-08-18 01:27:35.973859 UTC
413,20250531,3,5,3,1,94160574.069999993,95179490.939999998,94670032.510000005,90506002.680000007,2605882.57,1490310.07,1115572.5,-96655.63,195,153838.8,2026-08-18 01:27:35.973859 UTC
414,20250630,3,5,3,1,95179490.939999998,95894137.269999996,95536814.109999999,95829885.189999998,3348108.99,1262953.53,2085155.46,-1370509.13,195,155247.32,2026-08-18 01:27:35.973859 UTC
415,20240131,5,5,3,1,77713425.879999995,76379960.709999993,77046693.299999997,6611711.65,1542793.69,2487084.14,-944290.45,-389174.71,135,86677.53,2026-08-18 01:27:35.973859 UTC
416,20240229,5,5,3,1,76379960.709999993,76035979.310000002,76207970.010000005,13223423.310000001,2005833.49,1920922.11,84911.37,-428892.78,135,85733.97,2026-08-18 01:27:35.973859 UTC
417,20240331,5,5,3,1,76035979.310000002,76097272.310000002,76066625.810000002,19835134.960000001,1311171.41,1798678.97,-487507.57,548800.57,135,85574.95,2026-08-18 01:27:35.973859 UTC
418,20240430,5,5,3,1,76097272.310000002,75465860.629999995,75781566.469999999,26446846.609999999,2108800.4,2590517.28,-481716.88,-149694.79,135,85254.26,2026-08-18 01:27:35.973859 UTC
419,20240531,5,5,3,1,75465860.629999995,76245210.040000007,75855535.340000004,33058558.27,1861096.67,899162.49,961934.17,-182584.76,135,85337.48,2026-08-18 01:27:35.973859 UTC
420,20240630,5,5,3,1,76245210.040000007,78080301.379999995,77162755.709999993,39670269.920000002,2843429.63,775630.37,2067799.27,-232707.93,135,86808.1,2026-08-18 01:27:35.973859 UTC
421,20240731,5,5,3,1,78080301.379999995,78270161.030000001,78175231.200000003,46281981.57,2429109.72,2412154.91,16954.82,172904.83,135,87947.14,2026-08-18 01:27:35.973859 UTC
422,20240831,5,5,3,1,78270161.030000001,79337906.359999999,78804033.689999998,52893693.229999997,1592551.24,937541.13,655010.11,412735.21,135,88654.54,2026-08-18 01:27:35.973859 UTC
423,20240930,5,5,3,1,79337906.359999999,79920517.430000007,79629211.890000001,59505404.880000003,1088501.86,707325.27,381176.59,201434.48,135,89582.86,2026-08-18 01:27:35.973859 UTC
424,20241031,5,5,3,1,79920517.430000007,81302714.650000006,80611616.040000007,66117116.539999999,3155622.17,1480827.77,1674794.4,-292597.18,135,90688.07,2026-08-18 01:27:35.973859 UTC
425,20241130,5,5,3,1,81302714.650000006,81070285.480000004,81186500.069999993,72728828.189999998,2292089.94,2095856.89,196233.05,-428662.22,135,91334.81,2026-08-18 01:27:35.973859 UTC
426,20241231,5,5,3,1,81070285.480000004,78720282.349999994,79895283.920000002,79340539.840000004,838879.81,2685637.13,-1846757.32,-503245.81,135,89882.19,2026-08-18 01:27:35.973859 UTC
427,20250131,5,5,3,1,78720282.349999994,78173514.760000005,78446898.549999997,85952251.5,1840872.39,2047577.46,-206705.08,-340062.52,135,88252.76,2026-08-18 01:27:35.973859 UTC
428,20250228,5,5,3,1,78173514.760000005,77958842.159999996,78066178.459999993,92563963.150000006,2563548.63,2382267.31,181281.32,-395953.92,135,87824.45,2026-08-18 01:27:35.973859 UTC
429,20250331,5,5,3,1,77958842.159999996,78092465.950000003,78025654.049999997,99175674.799999997,1264965.39,1354423.77,-89458.38,223082.17,135,87778.86,2026-08-18 01:27:35.973859 UTC
430,20250430,5,5,3,1,78092465.950000003,79289401.290000007,78690933.620000005,105787386.459999993,2135598.87,1519348.62,616250.25,580685.09,135,88527.3,2026-08-18 01:27:35.973859 UTC
431,20250531,5,5,3,1,79289401.290000007,79491360.519999996,79390380.900000006,112399098.109999999,2386446.66,2120706.51,265740.15,-63780.93,135,89314.18,2026-08-18 01:27:35.973859 UTC
432,20250630,5,5,3,1,79491360.519999996,79685716.030000001,79588538.269999996,119010809.760000005,2862581.8,2551792.63,310789.16,-116433.66,135,89537.11,2026-08-18 01:27:35.973859 UTC
433,20240131,6,5,3,1,80215014.920000002,78736857.319999993,79475936.120000005,7122099.81,1032242.98,2377090.58,-1344847.59,-133310.01,130,86098.93,2026-08-18 01:27:35.973859 UTC
434,20240229,6,5,3,1,78736857.319999993,78846576.459999993,78791716.890000001,14244199.619999999,2780364.39,2712393.41,67970.98,41748.17,130,85357.69,2026-08-18 01:27:35.973859 UTC
435,20240331,6,5,3,1,78846576.459999993,76960850.459999993,77903713.459999993,21366299.420000002,918370.21,2158322.89,-1239952.68,-645773.33,130,84395.69,2026-08-18 01:27:35.973859 UTC
436,20240430,6,5,3,1,76960850.459999993,77973204.329999998,77467027.390000001,28488399.23,2604662.14,1574847.91,1029814.23,-17460.35,130,83922.61,2026-08-18 01:27:35.973859 UTC
437,20240531,6,5,3,1,77973204.329999998,78876528.709999993,78424866.519999996,35610499.039999999,2506972.31,1439858.63,1067113.68,-163789.3,130,84960.27,2026-08-18 01:27:35.973859 UTC
438,20240630,6,5,3,1,78876528.709999993,80028670.400000006,79452599.549999997,42732598.850000001,2515250.33,1254483.59,1260766.74,-108625.05,130,86073.65,2026-08-18 01:27:35.973859 UTC
439,20240731,6,5,3,1,80028670.400000006,79999750.390000001,80014210.390000001,49854698.659999996,3111987.08,2682071.52,429915.56,-458835.57,130,86682.06,2026-08-18 01:27:35.973859 UTC
440,20240831,6,5,3,1,79999750.390000001,80152299.829999998,80076025.109999999,56976798.469999999,2072912.65,992703.14,1080209.52,-927660.07,130,86749.03,2026-08-18 01:27:35.973859 UTC
